Benchmark,Device,Device Name,Key,Word,BlockBits,NumInputs,FilterSizeMB,PatternBitsPerWord,Skipped,FalsePositiveRate,PatternBits,HBWPeak,L2HitRate,Samples,Samples,CPU Time (sec),Noise,GPU Time (sec),Noise,Elem/s (elem/sec)
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,16,1,No,0.000749031,8,0.009430643372823169,0.7485559828365942,2,11,0.12575936027272727,1.5714427719863538e-05,0.12574993688409977,1.3740674076638104e-05,7952290273.685562
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,32,1,No,0.000748098,8,0.009486441052511629,0.7476338973443255,2,11,0.1257786439090909,2.6581771180619308e-05,0.12576896944913,2.6332012484153774e-05,7951086856.956968
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,64,1,No,0.00074901,8,0.022125304243281872,0.5432622598333313,2,11,0.1289693341818182,0.0007342382698050501,0.12895815901322796,0.0007364920582460243,7754453131.557379
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,128,1,No,0.000749225,8,0.06429343008639375,0.2768533110843841,2,11,0.13112314263636363,1.3665828034227136e-05,0.13111286648837003,1.3524908306742347e-05,7627016529.981075
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,256,1,No,0.000748643,8,0.09739603187990932,0.15983408124318468,2,11,0.13185151036363638,2.6250008964858943e-05,0.131841420953924,2.5973074615367782e-05,7584869707.597283
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,512,1,No,0.000749646,8,0.11572596046209255,0.11550077971600466,2,11,0.1322140163636364,0.0007201198312213617,0.1322034190784801,0.0007211356629624174,7564100890.661297
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,1024,1,No,0.000749813,8,0.12520676139795794,0.10062892447229886,2,11,0.13233535763636362,1.8554493522215542e-05,0.13232567527077413,1.8086361521738082e-05,7557112389.214938
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,2048,1,No,0.000749805,8,0.1300218809954282,0.09515694455147235,2,11,0.1324088289090909,1.288365120724906e-05,0.13239941544966263,1.0266334916313742e-05,7552903436.950545
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,1,20,No,8.664e-06,160,0.0009500589116750609,0.7341238487027981,2,11,1.2719807038181818,0.00010478334748945616,1.2719682728160508,0.00010468528317768923,786183131.5855609
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,2,20,No,1.7356e-05,160,0.0009393200808334674,0.7366285729469684,2,11,1.271961952909091,9.861574060649672e-05,1.2719504061612217,9.869973834568205e-05,786194174.8326691
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,4,20,No,7.162e-06,160,0.0009394060382713175,0.7386880344719331,2,11,1.2719502353636363,9.823882273237892e-05,1.2719377663352274,9.863342032484157e-05,786201987.6029403
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,8,20,No,1.0034e-05,160,0.0009403849738676426,0.7394584270175772,2,11,1.2719235689090909,0.00010330076049269848,1.2719112659801135,0.00010322723627107224,786218368.1732049
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,16,20,No,8.492e-06,160,0.0009411970028631307,0.7351952339860713,2,11,1.2718973013636365,0.00010446516857361353,1.2718861527876422,0.00010449539364747842,786233891.9314919
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,32,20,No,9.621e-06,160,0.0009466822141507744,0.7388413704672296,2,11,1.2719025513636364,9.527031791691479e-05,1.2718904030539773,9.556236168500912e-05,786231264.5797685
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,64,20,No,1.0448e-05,160,0.0022620831084796318,0.5399580631543573,2,11,1.2722189756363638,0.00010865318381757981,1.272206875887784,0.00010910474948186011,786035682.5238584
bloom_filter_retrieve_u32,0,NVIDIA B200,U64,U32,256,1000000000,128,20,No,1.0163e-05,160,0.0066611089571922966,0.27767611820430965,2,11,1.2723955042727273,9.922608667525287e-05,1.2723836891867897,0.00010000898881409112,785926453.237642
